,project_id,nbr_inquiries,status_deal,inquiry_created_at,total_price,paid_at,budget_day,duration_event_days,nbr_days_before_event,event_type,currency,main_nbr_admin_message,main_nbr_renter_message,main_nbr_lo_message,private_lo_nbr_admin_message,private_lo_nbr_lo_message,private_renter_nbr_admin_message,private_renter_nbr_renter_message
1485,a0E1p00000m3Dz4EAE,4,failed,2018-03-05 13:18:42,17764.2875,,2292.1661290322577,7.75,43.25,Product Launch,USD,1.0,2.75,3.25,0.0,0.0,2.0,0.75
1486,a0E1p00000m3E4FEAU,6,failed,2018-03-05 15:54:20,1389.6000000000001,,463.20000000000005,3.0,17.0,Pop-Up Store,EUR,0.0,0.0,1.0,0.5,0.16666666666666666,0.0,0.0
1487,a0E1p00000m3F1FEAU,1,failed,2018-03-05 15:40:20,518.4,,518.4,1.0,60.0,Pop-Up Store,EUR,0.0,3.0,5.0,0.0,0.0,2.0,1.0
1488,a0E1p00000m3F4xEAE,5,failed,2018-03-13 14:35:35,13118.866,,315.35735576923076,41.6,43.8,Pop-Up Store,GBP,0.8,1.4,0.6,0.2,0.0,0.0,0.0
1489,a0E1p00000m3GArEAM,1,failed,2018-03-05 17:47:50,300.0,,300.0,1.0,47.0,Art Opening,USD,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1490,a0E1p00000m3GIlEAM,3,failed,2018-03-05 22:08:41,937.1433333333334,,117.14291666666668,8.0,4.0,Pop-Up Store,USD,0.6666666666666666,2.0,1.6666666666666667,0.0,0.0,0.0,0.0
1491,a0E1p00000m3GIqEAM,1,failed,2018-03-05 19:04:54,9600.0,,157.37704918032787,61.0,57.0,Pop-Up Store,USD,1.0,3.0,4.0,0.0,0.0,1.0,0.0
1492,a0E1p00000m3GWdEAM,1,failed,2018-03-05 20:45:25,600.0,,600.0,1.0,25.0,Product Launch,USD,3.0,1.0,2.0,0.0,0.0,2.0,1.0
1493,a0E1p00000m3GYZEA2,4,failed,2018-03-05 21:07:59,6975.0,,2325.0,3.0,200.0,Corporate Event,USD,0.5,2.75,0.75,0.0,0.0,0.0,0.0
1494,a0E1p00000m3GYeEAM,1,failed,2018-03-05 21:20:27,1860.0,,62.0,30.0,27.0,Product Launch,EUR,0.0,0.0,0.0,2.0,2.0,1.0,0.0
1495,a0E1p00000m3GYtEAM,2,failed,2018-03-05 21:48:37,540.0,,360.0,1.5,36.0,Fashion Showroom,USD,0.0,0.0,1.5,0.0,0.0,1.0,0.5
1496,a0E1p00000m3GapEAE,1,failed,2018-03-05 23:08:04,7200.0,,232.25806451612902,31.0,105.0,Corporate Event,USD,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,a0E1p00000m3GbEEAU,4,failed,2018-03-06 02:27:09,5430.0,,3620.0,1.5,49.0,Food Event,USD,1.25,2.5,2.25,0.0,0.0,0.0,0.0
1498,a0E1p00000m3GbOEAU,1,failed,2018-03-06 03:43:43,600.0,,300.0,2.0,94.0,Pop-Up Store,USD,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1499,a0E1p00000m3GnUEAU,1,failed,2018-03-06 04:04:19,20.16,,20.16,1.0,46.0,Pop-Up Store,GBP,6.0,1.0,0.0,0.0,0.0,1.0,0.0
1500,a0E1p00000m3Hz8EAE,1,failed,2018-03-06 10:23:39,144000.0,,20571.428571428572,7.0,103.0,Fashion Showroom,HKD,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1501,a0E1p00000m3I6eEAE,1,failed,2018-03-06 11:40:14,0.0,,0.0,691.0,26.0,Shopping Mall,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,a0E1p00000m3IN5EAM,1,failed,2018-03-06 13:53:33,360.0,,360.0,1.0,81.0,Pop-Up Store,USD,1.0,1.0,3.0,0.0,0.0,0.0,0.0
1503,a0E1p00000m3JGBEA2,27,failed,2018-04-28 05:26:44,2220.0,,2220.0,1.0,40.25925925925926,Corporate Event,USD,0.5185185185185185,1.4074074074074074,2.0,0.3333333333333333,0.18518518518518517,0.4444444444444444,0.25925925925925924
1504,a0E1p00000m3JLMEA2,1,failed,2018-03-06 15:59:08,0.0,,0.0,9.0,24.0,Product Launch,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,a0E1p00000m3Jd4EAE,1,failed,2018-03-06 16:28:53,201.6,,14.4,14.0,12.0,Pop-Up Store,GBP,2.0,0.0,1.0,1.0,0.0,0.0,0.0
1506,a0E1p00000m3JiNEAU,15,failed,2018-03-06 17:09:01,2741.184,,563.2569863013698,4.866666666666667,69.6,Pop-Up Store,EUR,0.6,2.066666666666667,2.466666666666667,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333
1507,a0E1p00000m3Jy9EAE,5,success,2018-04-26 20:04:59,420.0,2018-04-26 20:44:20.974,420.0,1.0,2.0,Pop-Up Store,USD,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1508,a0E1p00000m3KWGEA2,1,failed,2018-03-06 19:45:35,1020.0,,1020.0,1.0,47.0,Pop-Up Store,USD,2.0,4.0,6.0,0.0,0.0,1.0,0.0
1509,a0E1p00000m3KZyEAM,3,failed,2018-03-06 21:08:34,302.1333333333333,,226.6,1.3333333333333333,29.666666666666668,Food Event,EUR,0.0,1.3333333333333333,2.6666666666666665,0.0,0.0,0.3333333333333333,0.0
1510,a0E1p00000m3KamEAE,1,failed,2018-03-06 22:05:25,4200.0,,1400.0,3.0,81.0,Pop-Up Store,USD,2.0,0.0,1.0,2.0,0.0,2.0,0.0
1511,a0E1p00000m3KbGEAU,1,failed,2018-03-07 01:48:21,1080.0,,180.0,6.0,0.0,Pop-Up Store,USD,1.0,1.0,2.0,0.0,0.0,2.0,0.0
1512,a0E1p00000m3KphEAE,3,failed,2018-03-07 06:45:59,404.0,,404.0,1.0,78.33333333333333,Art Opening,USD,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0
1513,a0E1p00000m3N02EAE,1,failed,2018-03-07 08:35:13,504.0,,168.0,3.0,78.0,Pop-Up Store,EUR,0.0,2.0,4.0,0.0,0.0,0.0,0.0
1514,a0E1p00000m3NNTEA2,3,failed,2018-03-07 22:13:35,5285.716666666666,,120.12992424242424,44.0,24.333333333333332,Product Launch,USD,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
1515,a0E1p00000m3NOZEA2,2,failed,2018-03-07 11:59:24,732.0,,366.0,2.0,31.0,Pop-Up Store,EUR,0.0,0.5,2.0,1.5,0.5,0.0,0.0
1516,a0E1p00000m3OVWEA2,1,failed,2018-03-07 15:43:48,1560.0,,312.0,5.0,54.0,Fashion Showroom,USD,1.0,3.0,1.0,10.0,4.0,3.0,1.0
1517,a0E1p00000m3OfmEAE,1,failed,2018-04-04 11:30:08,10080.0,,5040.0,2.0,86.0,Product Launch,EUR,1.0,3.0,3.0,1.0,0.0,0.0,0.0
1518,a0E1p00000m3OiQEAU,3,failed,2018-03-07 17:41:36,2360.0,,2360.0,1.0,8.0,Photoshoot & Filming,USD,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0
1519,a0E1p00000m3OmNEAU,2,success,2018-03-07 18:39:23,7200.0,2018-03-09 18:00:10.116,480.0,15.0,7.0,Pop-Up Store,USD,5.0,6.0,1.0,0.0,0.0,0.0,0.0
1520,a0E1p00000m3OmwEAE,1,failed,2018-03-07 18:52:14,1920.0,,1920.0,1.0,57.0,Product Launch,USD,2.0,11.0,14.0,0.0,0.0,1.0,0.0
1521,a0E1p00000m3Op7EAE,1,failed,2018-03-07 19:30:40,3857.15,,257.1433333333333,15.0,180.0,Pop-Up Store,USD,0.0,1.0,1.0,0.0,0.0,4.0,0.0
1522,a0E1p00000m3OqyEAE,3,failed,2018-03-22 21:39:24,8600.0,,1984.6153846153843,4.333333333333334,46.0,Product Launch,USD,1.6666666666666667,4.666666666666667,4.0,0.0,0.0,0.0,0.0
1523,a0E1p00000m3OsGEAU,6,success,2018-03-07 21:12:09,987.41,2018-04-02 13:05:08.043,109.71222222222222,9.0,241.0,Pop-Up Store,EUR,7.0,7.0,5.0,7.0,1.0,16.0,17.0
1524,a0E1p00000m3OtsEAE,2,failed,2018-03-07 23:20:19,4464.0,,2232.0,2.0,100.0,Fashion Show,EUR,2.0,3.5,3.0,1.0,0.5,1.0,0.5
1525,a0E1p00000m3Ou7EAE,2,failed,2018-03-08 00:02:20,762.0,,762.0,1.0,23.5,Pop-Up Store,USD,1.0,0.0,1.5,0.0,0.0,1.0,0.0
1526,a0E1p00000m3OvyEAE,2,failed,2018-03-08 03:32:04,1200.0,,171.42857142857142,7.0,26.0,Pop-Up Store,USD,0.0,3.0,3.5,0.5,1.0,1.0,0.5
1527,a0E1p00000m3PKQEA2,3,success,2018-03-08 09:39:10,24.0,2018-03-15 18:34:56.995,0.7741935483870968,31.0,85.0,Late Night Event (after 10pm),USD,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1528,a0E1p00000m3Qb8EAE,4,success,2018-03-08 15:03:42,10800.0,2018-03-16 17:34:49.97,348.38709677419354,31.0,54.0,Pop-Up Store,USD,2.0,21.0,13.0,0.0,0.0,3.0,1.0
1529,a0E1p00000m3QjNEAU,1,failed,2018-03-08 15:39:55,0.0,,0.0,366.0,54.0,Shopping Mall,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,a0E1p00000m3QqNEAU,17,failed,2018-03-08 17:23:44,5099.529411764706,,728.5042016806723,7.0,104.0,Fashion Showroom,EUR,0.5294117647058824,2.3529411764705883,2.411764705882353,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705
1531,a0E1p00000m3QxBEAU,8,failed,2018-03-08 17:18:54,1402.2,,467.40000000000003,3.0,43.0,Pop-Up Store,EUR,0.875,2.75,3.125,0.25,0.125,0.0,0.0
1532,a0E1p00000m3QxVEAU,2,success,2018-04-09 08:38:49,1555.2,2018-04-23 09:23:27.708,518.4,3.0,172.0,Product Launch,EUR,8.0,22.0,15.0,4.0,1.0,3.0,1.0
1533,a0E1p00000m3QxzEAE,1,failed,2018-03-08 17:24:52,1500.0,,300.0,5.0,141.0,Pop-Up Store,USD,0.0,0.0,1.0,0.0,0.0,3.0,0.0
1534,a0E1p00000m3R42EAE,1,failed,2018-03-08 19:10:09,0.0,,0.0,261.0,38.0,Pop-Up Store,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,a0E1p00000m3RIdEAM,1,failed,2018-03-08 20:33:59,10800.0,,3600.0,3.0,127.0,Pop-Up Store,USD,0.0,0.0,0.0,3.0,3.0,5.0,1.0
1536,a0E1p00000m3RIiEAM,3,failed,2018-03-08 20:36:10,28326.85666666667,,3147.428518518519,9.0,104.0,Fashion Showroom,EUR,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0
1537,a0E1p00000m3RUQEA2,1,failed,2018-03-09 06:06:36,420.0,,420.0,1.0,64.0,Art Opening,USD,2.0,1.0,1.0,0.0,0.0,2.0,1.0
1538,a0E1p00000m3Rx0EAE,2,failed,2018-03-09 09:56:19,4320.0,,2160.0,2.0,15.0,Pop-Up Store,HKD,2.0,5.5,4.5,5.0,1.5,1.5,0.5
1539,a0E1p00000m3SM4EAM,2,failed,2018-03-09 10:41:09,6356.5650000000005,,373.91558823529414,17.0,102.0,Corporate Event,EUR,0.0,0.0,0.0,0.5,0.5,0.0,0.0
1540,a0E1p00000m3Sc2EAE,3,failed,2018-03-09 13:15:24,4656.0,,155.2,30.0,84.0,Pop-Up Store,EUR,0.0,2.3333333333333335,2.0,0.0,0.0,0.0,0.0
1541,a0E1p00000m3TAnEAM,3,success,2018-03-09 13:39:45,2160.0,2018-03-14 18:47:20.347,93.91304347826087,23.0,23.0,Pop-Up Store,EUR,0.0,8.0,6.0,0.0,0.0,2.0,0.0
1542,a0E1p00000m3TIREA2,1,failed,2018-03-09 13:58:05,600.0,,600.0,1.0,5.0,Pop-Up Store,USD,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1543,a0E1p00000m3TrIEAU,1,failed,2018-03-09 15:38:26,600.0,,300.0,2.0,64.0,Photoshoot & Filming,USD,0.0,3.0,3.0,0.0,0.0,0.0,0.0
1544,a0E1p00000m3U7ZEAU,2,failed,2018-03-09 16:44:53,3000.0,,3000.0,1.0,61.0,Corporate Event,USD,1.5,1.5,1.5,0.0,0.0,0.0,0.0
1545,a0E1p00000m3US4EAM,5,failed,2018-03-12 15:28:04,12312.0,,1710.0,7.2,86.2,Art Opening,USD,0.4,3.8,5.4,0.4,0.2,1.8,0.0
1546,a0E1p00000m3UXbEAM,1,failed,2018-03-09 18:25:46,450.0,,450.0,1.0,42.0,Food Event,USD,0.0,4.0,4.0,1.0,2.0,0.0,0.0
1547,a0E1p00000m3UXlEAM,3,failed,2018-03-13 09:18:38,2424.0,,382.7368421052632,6.333333333333333,27.666666666666668,Pop-Up Store,EUR,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0
1548,a0E1p00000m3Ub9EAE,1,failed,2018-03-09 22:23:21,164.57,,20.57125,8.0,125.0,Pop-Up Store,GBP,4.0,1.0,1.0,0.0,0.0,2.0,1.0
1549,a0E1p00000m3UbJEAU,1,failed,2018-03-09 22:50:19,300.0,,300.0,1.0,16.0,Food Event,USD,0.0,0.0,1.0,0.0,0.0,3.0,1.0
1550,a0E1p00000m3V4NEAU,1,failed,2018-03-10 08:40:12,1440.0,,205.71428571428572,7.0,95.0,Late Night Event (after 10pm),EUR,0.0,4.0,2.0,0.0,0.0,0.0,0.0
1551,a0E1p00000m3V4wEAE,3,failed,2018-03-14 17:27:38,660.0,,660.0,1.0,17.333333333333332,Pop-Up Store,USD,2.0,1.6666666666666667,3.0,0.0,0.0,0.0,0.0
1552,a0E1p00000m3V5LEAU,3,failed,2018-03-10 14:52:38,9009.866666666667,,325.6578313253012,27.666666666666668,67.33333333333333,Pop-Up Store,EUR,1.0,2.3333333333333335,1.3333333333333333,0.0,0.0,0.0,0.0
1553,a0E1p00000m3V5QEAU,1,failed,2018-03-10 14:59:49,3100.0,,221.42857142857142,14.0,120.0,Fashion Showroom,GBP,3.0,11.0,10.0,3.0,3.0,4.0,2.0
1554,a0E1p00000m3V5VEAU,1,failed,2018-03-10 15:04:13,3085.71,,205.714,15.0,120.0,Fashion Showroom,GBP,1.0,3.0,4.0,0.0,0.0,0.0,0.0
1555,a0E1p00000m3V5aEAE,1,failed,2018-03-10 15:07:13,3720.0,,248.0,15.0,120.0,Fashion Showroom,GBP,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1556,a0E1p00000m3V5fEAE,1,failed,2018-03-10 15:09:10,1860.0,,124.0,15.0,120.0,Fashion Showroom,GBP,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1557,a0E1p00000m3V5kEAE,1,failed,2018-03-10 15:11:50,2520.0,,180.0,14.0,120.0,Fashion Showroom,GBP,3.0,3.0,5.0,1.0,0.0,0.0,0.0
1558,a0E1p00000m3V5pEAE,1,failed,2018-03-10 15:13:34,4032.0,,288.0,14.0,120.0,Fashion Showroom,GBP,3.0,3.0,3.0,2.0,1.0,0.0,0.0
1559,a0E1p00000m3V6iEAE,1,failed,2018-03-10 19:54:42,7000.0,,39.10614525139665,179.0,26.0,Product Launch,USD,6.0,4.0,6.0,7.0,4.0,6.0,1.0
1560,a0E1p00000m3VUFEA2,1,failed,2018-03-12 08:24:48,0.0,,0.0,3.0,60.0,Corporate Event,HKD,1.0,0.0,1.0,3.0,0.0,3.0,0.0
1561,a0E1p00000m3VUKEA2,3,failed,2018-03-12 08:26:09,4000.0,,1200.0,3.3333333333333335,8.666666666666666,Pop-Up Store,HKD,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333
1562,a0E1p00000m3Vb7EAE,10,success,2018-05-16 14:51:39,1728.0,2018-05-31 14:31:24.334,288.0,6.0,36.0,Fashion Showroom,EUR,11.0,9.0,9.0,2.0,0.0,7.0,3.0
1563,a0E1p00000m3XFLEA2,3,failed,2018-03-12 11:49:10,2460.0,,2460.0,1.0,47.0,Product Launch,GBP,2.0,5.666666666666667,6.333333333333333,0.0,0.0,0.0,0.3333333333333333
1564,a0E1p00000m3XHKEA2,1,failed,2018-03-12 12:21:33,14400.0,,240.0,60.0,17.0,Pop-Up Store,EUR,1.0,1.0,2.0,1.0,0.0,4.0,1.0
1565,a0E1p00000m3YIvEAM,6,failed,2018-03-13 11:14:28,864.0,,345.6,2.5,30.0,Late Night Event (after 10pm),EUR,0.16666666666666666,1.0,2.8333333333333335,0.3333333333333333,0.16666666666666666,0.0,0.0
1566,a0E1p00000m3YL9EAM,1,failed,2018-03-12 15:17:06,691.2,,172.8,4.0,64.0,Product Launch,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567,a0E1p00000m3YOiEAM,5,failed,2018-03-17 22:07:18,4132.8,,738.0000000000001,5.6,96.4,Pop-Up Store,EUR,0.4,0.0,1.4,0.4,0.0,1.4,0.0
1568,a0E1p00000m3YQIEA2,1,failed,2018-03-12 16:01:13,10368.0,,5184.0,2.0,4.0,Food Event,GBP,2.0,0.0,2.0,1.0,1.0,0.0,0.0
1569,a0E1p00000m3Yk6EAE,7,success,2018-03-15 01:52:50,4800.0,2018-03-21 22:51:17.13,685.7142857142857,7.0,25.0,Fashion Showroom,USD,1.0,2.0,4.0,0.0,0.0,0.0,0.0
1570,a0E1p00000m3ZI3EAM,1,failed,2018-03-12 19:54:58,7200.0,,232.25806451612902,31.0,50.0,Pop-Up Store,USD,2.0,0.0,2.0,0.0,0.0,1.0,0.0
1571,a0E1p00000m3ZM0EAM,1,failed,2018-03-12 22:01:00,2880.0,,960.0,3.0,92.0,Product Launch,USD,4.0,6.0,2.0,0.0,0.0,3.0,0.0
1572,a0E1p00000m3ZMKEA2,1,failed,2018-03-12 22:38:25,0.0,,0.0,44.0,106.0,Pop-Up Store,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,a0E1p00000m3ZMZEA2,2,failed,2018-03-12 22:45:40,3528.0,,113.80645161290323,31.0,50.0,Pop-Up Store,EUR,0.5,1.5,1.5,0.0,0.0,0.5,0.0
1574,a0E1p00000m3ZQ2EAM,16,failed,2018-03-12 23:39:44,822.0,,626.2857142857143,1.3125,65.75,Pop-Up Store,USD,0.625,2.25,2.875,0.0,0.0,0.25,0.0
1575,a0E1p00000m3ZR0EAM,2,failed,2018-03-20 01:38:08,3300.0,,2200.0,1.5,154.0,Pop-Up Store,USD,2.0,2.0,3.5,0.0,0.0,1.0,0.0
1576,a0E1p00000m3ZsJEAU,1,failed,2018-03-13 06:26:44,4800.0,,4800.0,1.0,110.0,Corporate Event,HKD,1.0,0.0,0.0,2.0,1.0,1.0,0.0
1577,a0E1p00000m3ZvDEAU,1,failed,2018-03-13 07:37:32,172.8,,172.8,1.0,18.0,Product Launch,EUR,1.0,1.0,3.0,0.0,0.0,1.0,0.0
1578,a0E1p00000m3aKnEAI,8,success,2018-05-07 20:00:22,1512.0,2018-05-15 09:17:50.592,504.0,3.0,45.0,Art Opening,EUR,3.0,4.0,6.0,1.0,0.0,4.0,1.0
1579,a0E1p00000m3au7EAA,1,failed,2018-03-13 11:09:00,15120.0,,504.0,30.0,172.0,Pop-Up Store,EUR,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1580,a0E1p00000m3aw8EAA,1,failed,2018-03-13 11:23:50,600.0,,600.0,1.0,9.0,Fashion Showroom,USD,1.0,0.0,0.0,2.0,1.0,2.0,0.0
1581,a0E1p00000m3azBEAQ,1,failed,2018-03-13 12:30:08,23028.57,,442.8571153846154,52.0,233.0,Pop-Up Store,GBP,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,a0E1p00000m3b0OEAQ,4,failed,2018-04-07 17:04:28,2224.0,,70.60317460317461,31.5,188.0,Pop-Up Store,EUR,2.25,2.0,2.25,0.75,0.0,1.0,0.5
1583,a0E1p00000m3b3mEAA,1,failed,2018-03-13 13:13:59,4340.0,,4340.0,1.0,84.0,Corporate Event,EUR,1.0,2.0,1.0,2.0,0.0,0.0,0.0
1584,a0E1p00000m3b54EAA,1,failed,2018-03-13 13:21:56,32400.0,,117.81818181818181,275.0,19.0,Product Launch,EUR,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1585,a0E1p00000m3c2lEAA,1,failed,2018-03-13 15:41:22,300.0,,300.0,1.0,3.0,Pop-Up Store,USD,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1586,a0E1p00000m3cAmEAI,2,failed,2018-05-03 16:52:55,2973.705,,270.33681818181816,11.0,122.0,Pop-Up Store,GBP,2.0,0.0,0.5,0.0,0.0,0.0,0.0
1587,a0E1p00000m3cEhEAI,1,failed,2018-03-13 17:24:16,720.0,,360.0,2.0,11.0,Product Launch,USD,1.0,2.0,1.0,0.0,0.0,1.0,0.0
1588,a0E1p00000m3cLbEAI,1,failed,2018-03-13 19:11:28,93000.0,,3000.0,31.0,49.0,Food Event,USD,2.0,3.0,2.0,0.0,0.0,1.0,0.0
1589,a0E1p00000m3cLvEAI,3,failed,2018-03-14 03:44:23,5849.903333333333,,731.2379166666666,8.0,90.66666666666667,Pop-Up Store,EUR,2.3333333333333335,3.3333333333333335,6.333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0
1590,a0E1p00000m3cMZEAY,1,failed,2018-03-13 19:30:07,4320.0,,139.3548387096774,31.0,202.0,Pop-Up Store,EUR,3.0,3.0,3.0,0.0,0.0,1.0,0.0
1591,a0E1p00000m3cfcEAA,1,failed,2018-03-14 01:31:04,3600.0,,600.0,6.0,64.0,Pop-Up Store,USD,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1592,a0E1p00000m3dJUEAY,1,failed,2018-03-14 08:54:20,5270.4,,85.00645161290322,62.0,17.0,Product Launch,EUR,0.0,1.0,1.0,0.0,0.0,2.0,0.0
1593,a0E1p00000m3dM4EAI,1,failed,2018-03-14 09:19:16,432.0,,432.0,1.0,3.0,Photoshoot & Filming,EUR,0.0,5.0,4.0,0.0,0.0,0.0,0.0
1594,a0E1p00000m3dOFEAY,1,failed,2018-03-14 09:29:11,0.0,,0.0,184.0,39.0,Pop-Up Store,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,a0E1p00000m3dP8EAI,1,failed,2018-04-05 10:35:27,14400.0,,1600.0,9.0,175.0,Fashion Showroom,EUR,13.0,14.0,12.0,1.0,0.0,7.0,2.0
1596,a0E1p00000m3dUYEAY,7,failed,2018-03-14 10:27:37,2822.2000000000003,,340.6103448275863,8.285714285714285,65.85714285714286,Pop-Up Store,EUR,0.0,0.42857142857142855,1.0,0.2857142857142857,0.0,0.14285714285714285,0.0
1597,a0E1p00000m3dnsEAA,3,failed,2018-03-14 12:03:19,2118.6633333333334,,92.11579710144927,23.0,191.66666666666666,Art Opening,GBP,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0
1598,a0E1p00000m3dscEAA,5,success,2018-06-26 06:48:55,372.0,2018-07-01 05:19:27.381,372.0,1.0,11.0,Pop-Up Store,EUR,2.0,5.0,5.0,2.0,3.0,4.0,0.0
1599,a0E1p00000m3f33EAA,1,failed,2018-03-14 14:12:26,1440.0,,360.0,4.0,70.0,Pop-Up Store,EUR,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1600,a0E1p00000m3f38EAA,2,failed,2018-03-14 14:13:29,1080.0,,144.0,7.5,67.5,Pop-Up Store,EUR,0.5,1.5,1.5,0.5,1.0,0.0,0.0
1601,a0E1p00000m3fBjEAI,1,failed,2018-03-14 15:27:14,300.0,,300.0,1.0,8.0,Pop-Up Store,USD,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1602,a0E1p00000m3fCpEAI,1,failed,2018-03-14 15:35:44,4114.27,,257.141875,16.0,81.0,Pop-Up Store,GBP,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1603,a0E1p00000m3fJiEAI,4,failed,2018-03-14 18:47:04,1665.0,,555.0,3.0,23.0,Pop-Up Store,USD,0.5,1.25,1.75,0.0,0.0,0.0,0.0
1604,a0E1p00000m3fPfEAI,2,failed,2018-03-14 16:30:11,22500.0,,3214.285714285714,7.0,12.0,Art Opening,USD,0.5,2.0,2.0,0.0,0.0,0.5,0.0
1605,a0E1p00000m3fTKEAY,3,failed,2018-03-15 14:20:12,960.0,,960.0,1.0,23.333333333333332,Pop-Up Store,USD,2.3333333333333335,4.0,3.0,2.0,2.0,1.6666666666666667,1.3333333333333333
1606,a0E1p00000m3fXzEAI,4,failed,2018-08-23 10:12:25,3780.0,,540.0,7.0,75.5,Fashion Showroom,EUR,1.25,0.75,0.25,0.5,0.0,0.25,0.0
1607,a0E1p00000m3fbbEAA,1,failed,2018-03-14 17:46:40,50540.0,,138.08743169398906,366.0,18.0,Pop-Up Store,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,a0E1p00000m3fgCEAQ,1,failed,2018-03-14 18:45:30,3840.0,,1920.0,2.0,62.0,Art Opening,USD,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1609,a0E1p00000m3fmAEAQ,21,failed,2018-04-11 08:43:55,17673.831904761908,,2209.2289880952385,8.0,228.23809523809524,Product Launch,EUR,2.4761904761904763,1.9047619047619047,2.3333333333333335,0.2857142857142857,0.09523809523809523,0.47619047619047616,0.09523809523809523
1610,a0E1p00000m3gVOEAY,2,failed,2018-03-15 03:02:56,10937.14,,1367.1425,8.0,13.0,Pop-Up Store,USD,2.0,2.0,2.0,0.0,0.0,1.0,0.0
1611,a0E1p00000m3gXeEAI,1,failed,2018-03-15 05:13:33,300.0,,300.0,1.0,5.0,Food Event,USD,1.0,1.0,2.0,0.0,0.0,1.0,0.0
1612,a0E1p00000m3gc1EAA,2,failed,2018-03-15 07:48:34,5346.0,,5346.0,1.0,24.0,Pop-Up Store,HKD,0.0,1.0,0.5,1.0,0.5,0.0,0.0
1613,a0E1p00000m3ghuEAA,13,failed,2018-03-16 09:31:13,276824.9846153846,,6414.839215686275,43.15384615384615,15.307692307692308,Art Opening,HKD,0.15384615384615385,1.0769230769230769,0.9230769230769231,1.0,0.15384615384615385,0.15384615384615385,0.0
1614,a0E1p00000m3gvIEAQ,1,failed,2018-03-15 10:30:39,864.0,,216.0,4.0,13.0,Art Opening,EUR,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1615,a0E1p00000m3gvSEAQ,3,failed,2018-03-15 10:34:58,660.0,,660.0,1.0,85.66666666666667,Late Night Event (after 10pm),GBP,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.0,0.0
1616,a0E1p00000m3h9EEAQ,2,failed,2018-03-15 13:46:06,5040.0,,1260.0,4.0,123.5,Fashion Showroom,GBP,3.0,0.0,0.5,1.0,0.0,0.0,0.0
1617,a0E1p00000m3h9JEAQ,6,failed,2018-03-15 13:52:28,3442.8549999999996,,529.67,6.5,72.66666666666667,Pop-Up Store,USD,1.0,3.8333333333333335,4.5,0.0,0.0,1.0,0.6666666666666666
1618,a0E1p00000m3h9YEAQ,4,failed,2018-03-15 13:59:53,446.4,,446.4,1.0,6.0,Food Event,EUR,0.0,0.25,1.0,0.0,0.0,0.0,0.0
1619,a0E1p00000m3hDuEAI,1,failed,2018-07-11 09:04:36,87.12,,43.56,2.0,17.0,Private Sale,EUR,0.0,2.0,0.0,0.0,0.0,5.0,2.0
1620,a0E1p00000m3hFREAY,1,failed,2018-03-15 14:34:34,540.0,,540.0,1.0,156.0,Product Launch,GBP,1.0,0.0,1.0,1.0,0.0,0.0,0.0
